transaction_id,user_id,amount,currency,transaction_date,status
454,25,913.93,EUR,2025-10-25 07:32:34.682020,failed
455,1,746.93,USD,2025-10-10 07:32:34.682023,failed
456,7,527.09,GBP,2025-11-02 07:32:34.682025,completed
457,61,104.39,GBP,2025-10-20 07:32:34.682028,failed
458,39,763.29,GBP,2025-10-27 07:32:34.682030,pending
459,81,978.54,GBP,2025-10-21 07:32:34.682033,pending
460,29,251.29,JPY,2025-10-12 07:32:34.682035,completed
461,45,324.59,USD,2025-10-28 07:32:34.682037,pending
462,23,493.34,JPY,2025-10-09 07:32:34.682040,pending
463,87,235.9,USD,2025-10-15 07:32:34.682042,pending
464,64,946.79,JPY,2025-10-28 07:32:34.682045,completed
465,61,910.6,EUR,2025-10-28 07:32:34.682047,pending
466,99,169.19,GBP,2025-10-18 07:32:34.682049,completed
467,72,823.23,GBP,2025-10-27 07:32:34.682052,pending
468,69,286.33,EUR,2025-10-27 07:32:34.682054,pending
469,16,67.67,EUR,2025-10-15 07:32:34.682057,failed
470,8,46.05,EUR,2025-10-31 07:32:34.682059,failed
471,31,884.15,JPY,2025-10-22 07:32:34.682061,pending
472,76,671.87,EUR,2025-10-10 07:32:34.682064,failed
473,33,295.72,EUR,2025-11-04 07:32:34.682066,pending
474,89,262.75,EUR,2025-10-15 07:32:34.682069,completed
475,65,968.57,USD,2025-10-20 07:32:34.682071,pending
476,35,851.71,USD,2025-10-13 07:32:34.682074,pending
477,70,592.45,EUR,2025-11-05 07:32:34.682076,pending
478,33,256.99,EUR,2025-10-10 07:32:34.682078,pending
479,11,973.66,USD,2025-10-31 07:32:34.682081,completed
480,8,602.12,USD,2025-11-03 07:32:34.682083,failed
481,80,79.14,USD,2025-10-25 07:32:34.682086,failed
482,99,13.87,GBP,2025-11-05 07:32:34.682088,failed
483,11,139.44,JPY,2025-10-17 07:32:34.682091,pending
484,57,874.1,EUR,2025-11-05 07:32:34.682093,pending
485,92,57.83,EUR,2025-10-15 07:32:34.682095,failed
486,87,487.78,JPY,2025-11-01 07:32:34.682098,pending
487,31,581.79,GBP,2025-11-02 07:32:34.682100,pending
488,44,701.28,USD,2025-11-01 07:32:34.682103,failed
489,53,304.55,EUR,2025-10-20 07:32:34.682105,completed
490,63,666.2,GBP,2025-10-23 07:32:34.682107,completed
491,59,858.42,JPY,2025-10-15 07:32:34.682110,failed
492,42,24.68,JPY,2025-10-14 07:32:34.682112,pending
493,98,404.05,JPY,2025-11-05 07:32:34.682115,pending
494,47,531.44,JPY,2025-10-09 07:32:34.682117,completed
495,19,702.53,EUR,2025-10-29 07:32:34.682119,completed
496,87,180.6,JPY,2025-10-17 07:32:34.682122,completed
497,50,730.14,GBP,2025-10-31 07:32:34.682124,completed
498,13,361.86,EUR,2025-10-17 07:32:34.682127,completed
499,48,422.62,USD,2025-10-25 07:32:34.682129,failed
500,72,42.0,JPY,2025-10-24 07:32:34.682132,pending
